"deciles","rate","gap","severity","model","ciudad","fecha"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18078
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18078
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18078
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18078
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18078
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18078
"Decil 1",14.1221374045802,0.09133251539779,0.0762617438374802,"CoCA","BOGOTÁ D.C.",18109
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18109
"Decil 1",100,0.332333257452609,0.18139455441198,"CoNA","BOGOTÁ D.C.",18109
"Decil 2",6.87022900763359,0.000975808254355123,1.39277041263918e-05,"CoNA","BOGOTÁ D.C.",18109
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18109
"Decil 1",16.988416988417,0.0686783708625537,0.0532166735970794,"CoCA","BOGOTÁ D.C.",18140
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18140
"Decil 1",94.2084942084942,0.357628420929582,0.198057210646642,"CoNA","BOGOTÁ D.C.",18140
"Decil 2",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18140
"Decil 1",12.0481927710843,0.0552361749741105,0.0345264811116315,"CoCA","BOGOTÁ D.C.",18170
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18170
"Decil 1",75.1004016064257,0.240198951103779,0.124567853325654,"CoNA","BOGOTÁ D.C.",18170
"Decil 2",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18170
"Decil 1",12.5,0.055468673637639,0.0442275627959416,"CoCA","BOGOTÁ D.C.",18201
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18201
"Decil 1",100,0.353245307294217,0.175627864155998,"CoNA","BOGOTÁ D.C.",18201
"Decil 2",12.1212121212121,0.00386022714695275,0.000160831348511855,"CoNA","BOGOTÁ D.C.",18201
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18201
"Decil 1",22.6890756302521,0.120221668867013,0.0934906177237268,"CoCA","BOGOTÁ D.C.",18231
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18231
"Decil 1",100,0.367028367703847,0.220211081997547,"CoNA","BOGOTÁ D.C.",18231
"Decil 2",7.98319327731092,0.000723159582405291,8.57561565504987e-06,"CoNA","BOGOTÁ D.C.",18231
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18231
"Decil 1",15.4761904761905,0.0826539913285517,0.0644715821074583,"CoCA","BOGOTÁ D.C.",18262
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18262
"Decil 1",97.2222222222222,0.31858281082468,0.16926736956733,"CoNA","BOGOTÁ D.C.",18262
"Decil 2",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18262
"Decil 1",15.5642023346303,0.0906977327488719,0.0750459188384124,"CoCA","BOGOTÁ D.C.",18293
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18293
"Decil 1",85.6031128404669,0.285694621216383,0.161994131727131,"CoNA","BOGOTÁ D.C.",18293
"Decil 2",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18293
"Decil 1",81.0126582278481,0.540345693774714,0.444070625174256,"CoCA","BOGOTÁ D.C.",18322
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18322
"Decil 1",100,0.779885586980741,0.64811138011968,"CoNA","BOGOTÁ D.C.",18322
"Decil 2",88.1856540084388,0.161184616616779,0.0378362085657654,"CoNA","BOGOTÁ D.C.",18322
"Decil 3",19.4092827004219,0.00581955413269019,0.000185652922813128,"CoNA","BOGOTÁ D.C.",18322
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18322
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18322
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18322
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18322
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18322
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18322
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18322
"Decil 1",100,0.960942306709491,0.927804495079281,"CoCA","BOGOTÁ D.C.",18353
"Decil 2",71.1246200607903,0.278425226050277,0.141816397540746,"CoCA","BOGOTÁ D.C.",18353
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18353
"Decil 1",100,0.982703476807452,0.966567914187313,"CoNA","BOGOTÁ D.C.",18353
"Decil 2",100,0.655665871794547,0.450658975645265,"CoNA","BOGOTÁ D.C.",18353
"Decil 3",100,0.282814032262458,0.0903691112072005,"CoNA","BOGOTÁ D.C.",18353
"Decil 4",32.8267477203647,0.0177765905566894,0.00112390786118836,"CoNA","BOGOTÁ D.C.",18353
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18353
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18353
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18353
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18353
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18353
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18353
"Decil 1",100,0.95558555037614,0.919656857762198,"CoCA","BOGOTÁ D.C.",18383
"Decil 2",100,0.441884163082558,0.239973253917569,"CoCA","BOGOTÁ D.C.",18383
"Decil 3",15.8249158249158,0.00720186031671957,0.000451812828786541,"CoCA","BOGOTÁ D.C.",18383
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18383
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18383
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18383
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18383
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18383
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18383
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18383
"Decil 1",100,0.980351091746348,0.96236298936451,"CoNA","BOGOTÁ D.C.",18383
"Decil 2",100,0.753090109922021,0.575895536331341,"CoNA","BOGOTÁ D.C.",18383
"Decil 3",100,0.436744284836708,0.199570001679048,"CoNA","BOGOTÁ D.C.",18383
"Decil 4",100,0.138921456749046,0.0249095859478561,"CoNA","BOGOTÁ D.C.",18383
"Decil 5",23.5690235690236,0.00820465840331204,0.000363132664620102,"CoNA","BOGOTÁ D.C.",18383
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18383
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18383
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18383
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18383
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18383
"Decil 1",100,0.900908152061189,0.826940800832243,"CoCA","BOGOTÁ D.C.",18414
"Decil 2",78.9830508474576,0.243355657174712,0.107399841678617,"CoCA","BOGOTÁ D.C.",18414
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18414
"Decil 1",100,0.95610590488046,0.917141659889747,"CoNA","BOGOTÁ D.C.",18414
"Decil 2",100,0.657162302466836,0.443318245460432,"CoNA","BOGOTÁ D.C.",18414
"Decil 3",100,0.320452517998341,0.113271802878568,"CoNA","BOGOTÁ D.C.",18414
"Decil 4",53.8983050847458,0.0470229519066468,0.00495298669803366,"CoNA","BOGOTÁ D.C.",18414
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18414
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18414
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18414
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18414
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18414
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18414
"Decil 1",100,0.819041156017179,0.71670817467125,"CoCA","BOGOTÁ D.C.",18444
"Decil 2",40.590405904059,0.0676390558405432,0.0144651308705531,"CoCA","BOGOTÁ D.C.",18444
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18444
"Decil 1",100,0.921130641251692,0.857196873648372,"CoNA","BOGOTÁ D.C.",18444
"Decil 2",100,0.53904150585467,0.29904892485118,"CoNA","BOGOTÁ D.C.",18444
"Decil 3",100,0.317953953809098,0.105211237316807,"CoNA","BOGOTÁ D.C.",18444
"Decil 4",70.479704797048,0.0717221134629114,0.0102897225554945,"CoNA","BOGOTÁ D.C.",18444
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18444
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18444
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18444
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18444
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18444
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18444
"Decil 1",71.6417910447761,0.39946204729717,0.307198579121692,"CoCA","BOGOTÁ D.C.",18475
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18475
"Decil 1",100,0.72376016803466,0.559218815020482,"CoNA","BOGOTÁ D.C.",18475
"Decil 2",100,0.213415537682392,0.0566641234482417,"CoNA","BOGOTÁ D.C.",18475
"Decil 3",33.5820895522388,0.0202502252992193,0.00154081603256309,"CoNA","BOGOTÁ D.C.",18475
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18475
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18475
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18475
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18475
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18475
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18475
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18475
"Decil 1",76.3779527559055,0.452254029393144,0.348433817456645,"CoCA","BOGOTÁ D.C.",18506
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18506
"Decil 1",100,0.754361166431879,0.602747748842289,"CoNA","BOGOTÁ D.C.",18506
"Decil 2",95.6692913385827,0.1812889231643,0.0468210402565038,"CoNA","BOGOTÁ D.C.",18506
"Decil 3",27.9527559055118,0.0112699068535591,0.00055628242477735,"CoNA","BOGOTÁ D.C.",18506
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18506
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18506
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18506
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18506
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18506
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18506
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18506
"Decil 1",59.4594594594595,0.300279972754233,0.221389436682467,"CoCA","BOGOTÁ D.C.",18536
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18536
"Decil 1",100,0.660213959252891,0.477981040022653,"CoNA","BOGOTÁ D.C.",18536
"Decil 2",90.7335907335907,0.139084991718387,0.0310567421568528,"CoNA","BOGOTÁ D.C.",18536
"Decil 3",15.4440154440154,0.00427990598466279,0.000136554424356791,"CoNA","BOGOTÁ D.C.",18536
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18536
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18536
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18536
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18536
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18536
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18536
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18536
"Decil 1",45.4918032786885,0.224313347420389,0.164903148755612,"CoCA","BOGOTÁ D.C.",18567
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18567
"Decil 1",100,0.556395521577975,0.371065508214419,"CoNA","BOGOTÁ D.C.",18567
"Decil 2",56.1475409836066,0.0640695001799723,0.00962811767305847,"CoNA","BOGOTÁ D.C.",18567
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18567
"Decil 1",46.1240310077519,0.248969783668264,0.173733663222328,"CoCA","BOGOTÁ D.C.",18597
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18597
"Decil 1",100,0.627770963454771,0.433569083542683,"CoNA","BOGOTÁ D.C.",18597
"Decil 2",94.5736434108527,0.173043545638632,0.037676624079092,"CoNA","BOGOTÁ D.C.",18597
"Decil 3",15.8914728682171,0.0042689453115593,0.000167920284130317,"CoNA","BOGOTÁ D.C.",18597
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18597
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18597
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18597
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18597
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18597
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18597
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18597
"Decil 1",61.4406779661017,0.361166747795222,0.270861521491704,"CoCA","BOGOTÁ D.C.",18628
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",18628
"Decil 1",100,0.707227982349857,0.537080430821158,"CoNA","BOGOTÁ D.C.",18628
"Decil 2",91.5254237288136,0.205180640698384,0.06084959697624,"CoNA","BOGOTÁ D.C.",18628
"Decil 3",20.7627118644068,0.00780051075576506,0.000330844694301576,"CoNA","BOGOTÁ D.C.",18628
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",18628
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",18628
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",18628
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",18628
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",18628
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",18628
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",18628
